image,config,CL,Q_BRISQUE,Q_NIQE
110.png,w/o QAT (post-quant),0.1,38.27447509765625,4.1039485481430855
110.png,Full (DT--QAT),0.1,38.27447509765625,4.1039485481430855
111.png,w/o Rich teacher,0.599988721950338,15.3592529296875,8.343410821166376
111.png,w/o trajectory selection,0.6230061734347591,15.20611572265625,8.487074150889429
111.png,w/o QAT (post-quant),1.312683425907878,17.1561279296875,8.39500667947671
111.png,Full (DT--QAT),0.763642233417495,15.71478271484375,8.681948064226502
112.png,w/o Rich teacher,0.1,35.99993896484375,4.1419245603002794
112.png,w/o trajectory selection,0.1,35.99993896484375,4.1419245603002794
112.png,w/o QAT (post-quant),0.1,35.99993896484375,4.1419245603002794
112.png,Full (DT--QAT),0.1,35.99993896484375,4.1419245603002794
113.png,w/o Rich teacher,0.2162837036577443,34.54962158203125,3.9276555743191746
113.png,w/o trajectory selection,0.1,34.379638671875,3.9734816549160255
113.png,w/o QAT (post-quant),0.8338001382840482,35.05712890625,3.833198645643472
113.png,Full (DT--QAT),0.48587248109400993,34.884521484375,3.889549834139208
114.png,w/o Rich teacher,0.1,28.05950927734375,3.9348271417534972
114.png,w/o trajectory selection,0.1,28.05950927734375,3.9348271417534972
114.png,w/o QAT (post-quant),0.1,28.05950927734375,3.9348271417534972
114.png,Full (DT--QAT),0.1,28.05950927734375,3.9348271417534972
115.png,w/o Rich teacher,0.1,37.08319091796875,4.470916716243375
115.png,w/o trajectory selection,2.3038289552041182,30.116455078125,3.409599678322861
115.png,w/o QAT (post-quant),2.720681620462198,29.4158935546875,3.295720399580673
115.png,Full (DT--QAT),2.5182736374880483,29.72894287109375,3.3409938159001626
116.png,w/o Rich teacher,1.6568720307021012,33.96197509765625,3.2754667204627252
116.png,w/o trajectory selection,2.918451886978215,32.2305908203125,3.004560280245238
116.png,w/o QAT (post-quant),4.546876577219488,30.66259765625,2.8698254862632915
116.png,Full (DT--QAT),3.906341212186856,31.22222900390625,2.9047155583965845
117.png,w/o Rich teacher,0.1,37.946044921875,4.010260823225092
117.png,w/o trajectory selection,2.0561460091679393,35.02691650390625,3.1826496343219577
117.png,w/o QAT (post-quant),3.0056174532040707,34.01983642578125,3.0571366949289756
117.png,Full (DT--QAT),2.811166051557882,34.230712890625,3.0761438251363753
118.png,w/o Rich teacher,0.1,38.225830078125,4.072766112122699
118.png,w/o trajectory selection,0.1,38.225830078125,4.072766112122699
118.png,w/o QAT (post-quant),1.1371431978320878,35.532470703125,3.501556221500425
118.png,Full (DT--QAT),1.698199490204455,34.4813232421875,3.3099329766844705
119.png,w/o Rich teacher,0.1,34.44134521484375,4.0507133462844545
119.png,w/o trajectory selection,0.1,34.44134521484375,4.0507133462844545
119.png,w/o QAT (post-quant),0.1,34.44134521484375,4.0507133462844545
119.png,Full (DT--QAT),0.1,34.44134521484375,4.0507133462844545
12.png,w/o Rich teacher,0.6489999260168029,16.010009765625,3.3008645844904434
12.png,w/o trajectory selection,0.8753459605094234,13.0030517578125,3.289006470002165
12.png,w/o QAT (post-quant),1.526980035120406,10.81201171875,3.0905576473251903
12.png,Full (DT--QAT),0.9886824914192562,11.9805908203125,3.228898103269877
120.png,w/o Rich teacher,0.1,37.96246337890625,4.746516954072028
120.png,w/o trajectory selection,0.1,37.96246337890625,4.746516954072028
120.png,w/o QAT (post-quant),0.1,37.96246337890625,4.746516954072028
120.png,Full (DT--QAT),0.1,37.96246337890625,4.746516954072028
121.png,w/o Rich teacher,0.1,35.26776123046875,3.9547553438706284
121.png,w/o trajectory selection,0.1,35.26776123046875,3.9547553438706284
121.png,w/o QAT (post-quant),0.7915638132034686,34.2401123046875,3.723843519498135
121.png,Full (DT--QAT),1.5238115373162286,33.07440185546875,3.4211837212304825
122.png,w/o Rich teacher,0.1527061499625928,34.3260498046875,4.040325522865939
122.png,w/o trajectory selection,2.5135054216258093,30.20782470703125,3.383032086660827
122.png,w/o QAT (post-quant),0.1,34.2738037109375,4.039833715080145
122.png,Full (DT--QAT),0.10720076783689517,34.22747802734375,4.040843266633462
123.png,w/o Rich teacher,0.1,38.176513671875,4.102391156508912
123.png,w/o trajectory selection,0.1,38.176513671875,4.102391156508912
123.png,w/o QAT (post-quant),0.1,38.176513671875,4.102391156508912
123.png,Full (DT--QAT),0.6815771493153515,37.2742919921875,4.054933658955346
13.png,w/o Rich teacher,1.65587924915882,17.57012939453125,4.4338581303872315
13.png,w/o trajectory selection,1.4683376043993888,25.83477783203125,4.561027769396824
13.png,w/o QAT (post-quant),1.98187448551286,24.12359619140625,4.347415752262392
13.png,Full (DT--QAT),2.1468402328181626,23.43316650390625,4.325543086097174
14.png,w/o Rich teacher,1.56755622306748,23.00091552734375,3.9098965565682047
14.png,w/o trajectory selection,1.4177725330532214,29.01702880859375,3.895360615016996
