image,config,CL,Q_BRISQUE,Q_NIQE
雾霾7\495.png,w/o QAT (post-quant),10.237763123389819,19.93414306640625,3.0615994448059998
雾霾7\495.png,Full (DT--QAT),7.208995889726697,20.58636474609375,3.1354804026117544
雾霾7\496.png,w/o Rich teacher,5.077055089306929,23.61669921875,3.7506872025246487
雾霾7\496.png,w/o trajectory selection,6.887159779911494,22.56884765625,3.528864948872979
雾霾7\496.png,w/o QAT (post-quant),11.51005367430766,21.6927490234375,3.3316657716679168
雾霾7\496.png,Full (DT--QAT),8.103570294368117,22.11700439453125,3.4719203911806096
雾霾7\497.png,w/o Rich teacher,1.9653937963245172,24.71051025390625,3.8142123152453427
雾霾7\497.png,w/o trajectory selection,2.6936320391281248,25.0185546875,3.712346368384818
雾霾7\497.png,w/o QAT (post-quant),0.680707176463428,24.62841796875,4.102693309332137
雾霾7\497.png,Full (DT--QAT),1.9765303461123411,24.5457763671875,3.82419533740603
雾霾7\498.png,w/o Rich teacher,7.615934425739165,18.01275634765625,3.3495270324041946
雾霾7\498.png,w/o trajectory selection,7.742724140947297,17.91845703125,3.345138744068824
雾霾7\498.png,w/o QAT (post-quant),11.116017337505935,17.43603515625,3.282879492425754
雾霾7\498.png,Full (DT--QAT),7.311512331536826,18.036376953125,3.3675792725658327
雾霾7\499.png,w/o Rich teacher,4.828745077905111,19.31121826171875,3.342736963816614
雾霾7\499.png,w/o trajectory selection,5.890640060915487,18.8292236328125,3.2662003510902156
雾霾7\499.png,w/o QAT (post-quant),4.455421641739513,19.51416015625,3.3716960426339155
雾霾7\499.png,Full (DT--QAT),4.9417582004677145,19.32720947265625,3.3472625109659875
雾霾7\500.png,w/o Rich teacher,2.731795168779538,26.8634033203125,3.301841109770347
雾霾7\500.png,w/o trajectory selection,3.461653340320931,26.89276123046875,3.1649709580640732
雾霾7\500.png,w/o QAT (post-quant),7.060341645448361,28.49285888671875,2.8584957655055643
雾霾7\500.png,Full (DT--QAT),5.506179811782807,28.01947021484375,2.942333566983274
黑夜7\24.png,w/o Rich teacher,1.5802433927869572,24.1219482421875,4.055383111703548
黑夜7\24.png,w/o trajectory selection,1.6654738267167977,22.377197265625,4.025032629591369
黑夜7\24.png,w/o QAT (post-quant),2.1068778887762134,28.675537109375,3.9011302296053727
黑夜7\24.png,Full (DT--QAT),2.2048207528875183,28.11920166015625,3.9090262969238
黑夜7\25.png,w/o Rich teacher,1.0181774073017975,13.98712158203125,3.6132446767361834
黑夜7\25.png,w/o trajectory selection,1.5217101895959748,16.8375244140625,3.507652500662133
黑夜7\25.png,w/o QAT (post-quant),1.6781796848121795,11.4920654296875,3.480224431499115
黑夜7\25.png,Full (DT--QAT),1.7138513893834761,11.2877197265625,3.4775841682064392
