class,method,n,CL_mean,CL_std,defect_background_contrast_mean,defect_background_contrast_std,defect_background_contrast_gain_mean,defect_background_contrast_gain_std,cnr_mean,cnr_std,cnr_gain_mean,cnr_gain_std,background_hf_gain_mean,background_hf_gain_std,defect_hf_gain_mean,defect_hf_gain_std,hf_selectivity_mean,hf_selectivity_std,saliency_auc_mean,saliency_auc_std,saliency_best_dice_mean,saliency_best_dice_std,mae_vs_input_mean,mae_vs_input_std,ssim_vs_input_mean,ssim_vs_input_std
carpet,Input,10,nan,nan,32.54106101989746,6.2588187262422705,1.0,0.0,0.7501633069595752,0.18966590376688497,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.28153344778531253,0.07670201254284657,0.036358302132198025,0.02935705036787555,0.0,0.0,1.0,0.0
carpet,Fixed CLAHE (CL=2.0),10,2.0,0.0,45.135176467895505,6.724086167662712,1.397939353264741,0.07710258324246283,0.6852733260499027,0.13895257354906512,0.9231707719737227,0.051161121286550114,2.8216136693954468,0.032721156491194434,2.1117842555046082,0.20113776766017077,0.7480790217362414,0.06643696957016706,0.21022284817708678,0.07245136047209598,0.036358302132198025,0.02935705036787555,17.66987237930298,0.8930016042636875,0.8951648780628001,0.0021503966664756873
carpet,Rule-based Adaptive CLAHE,10,9.59310680959294,0.21469637163678434,49.690087127685544,7.891637493956183,1.5448403021217871,0.18655120373096415,0.5536244624585706,0.11186745579531088,0.750219544102918,0.09285570825413655,4.773508882522583,0.47886693274507075,5.08586277961731,0.3724971428300448,1.0742378687361764,0.12510781786382755,0.2753082151113779,0.07370171061082922,0.036358302132198025,0.02935705036787555,42.39416427612305,2.0323393064781374,0.738514504734884,0.02482539178710644
carpet,Proposed DT-QAT Student,10,0.8689114523487882,0.44004361416444326,37.27513389587402,7.326755831653174,1.146451098983398,0.05586417717081333,0.7130900532334813,0.14440317119879204,0.9607473470363233,0.055729261422803246,1.6640484094619752,0.44592721796410184,1.3223129749298095,0.21966021187439583,0.8087789674725029,0.06796261458587381,0.23582805169396703,0.07689436309490598,0.036358302132198025,0.02935705036787555,7.475630760192871,3.1192215171192617,0.9715739460211172,0.028101928260641888
grid,Input,10,nan,nan,24.725365447998048,10.380045894631552,1.0,0.0,0.5071270578187589,0.2057816481173516,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6079179054280645,0.04961122075657624,0.024997893298628702,0.02331777446703829,0.0,0.0,1.0,0.0
grid,Fixed CLAHE (CL=2.0),10,2.0,0.0,40.75051345825195,17.660937035409646,1.6258740326740853,0.39604803684646284,0.4861629019603117,0.22185401134016616,0.9314634315896662,0.21188223854538732,3.367699384689331,0.6249169330486161,3.0229080438613893,0.60706183075847,0.9194472696842722,0.20557830984894107,0.6091391379457368,0.04346946717604059,0.019483793619722578,0.012769264928286334,30.967526626586913,5.28017697145753,0.8428750549569447,0.04123127897347247
grid,Rule-based Adaptive CLAHE,10,8.65604374968395,0.6663082522721064,43.47165298461914,18.28490003645068,1.7417569424850996,0.591654243119279,0.4791338191407774,0.21888781756617504,0.9081608363870265,0.2812000715561066,4.800202655792236,1.2285893085987205,4.086895227432251,1.1192181931893939,0.8654245603615668,0.15673616856356778,0.5685331482210766,0.05077634183257302,0.026245650175415133,0.016087064612192607,32.74514923095703,4.492466529840985,0.7767689766852021,0.06735381402238981
grid,Proposed DT-QAT Student,10,1.4738137296323726,0.9277833233901628,34.971107482910156,14.482766330821034,1.4508556799369476,0.4724204819711139,0.493499693435617,0.22896148906863587,0.9420321620341768,0.2113859252210071,2.7134389638900758,1.1593192406901551,2.3417025804519653,0.8883770678608028,0.9030470042868338,0.16830340654027462,0.6046075640706189,0.04645749487288678,0.019653015622162373,0.01303109213612545,23.736752796173096,14.554225988430003,0.881914360310188,0.08457794657352714
