log,points,first_step,last_step,first_value,last_value,last20_mean,last20_std
SAC_lite_re_rew_mean.csv,1000,400,359025,-1.0992894172668457,2.6776840686798096,2.568125969171524,0.5620994835167551
SAC_rich_re_rew_mean.csv,1000,870,600000,-8.924718856811523,7.1847710609436035,7.897634029388428,1.2762450254547477
